1	17934	1	1.062331152186725
1	17936	1	2.617777248270424
1	17938	1	0.7321486312144062
0	17939	1	0.25218199386972723
1	17942	1	0.24137717981135884
1	17943	1	2.2635327489393795
1	17944	1	1.2150961568400342
0	17946	1	2.164553453714276
0	17949	1	2.059697244851567
1	17950	1	2.0096906717299046
1	17952	1	4.55771361705537
1	17953	1	3.3685683702583398
0	17954	1	1.1921285198959946
1	17955	1	3.1240236453866523
1	17956	1	2.8525437423428794
1	17957	1	0.28890187335665035
1	17959	1	0.5233219110619259
0	17960	0	1.4907414263490095
0	17962	0	1.0813269719181604
1	17963	0	0.6995332506279768
0	17965	1	0.33360083929124124
1	17966	1	0.5385125524077339
1	17967	1	3.4625710938022203
1	17968	0	0.2862311664800045
1	17971	1	1.4053456093165104
0	17972	1	0.31310817278403236
1	17975	0	2.2991779285355873
1	17980	0	0.40390227194616274
0	17985	1	1.996910331061182
1	17988	0	2.3390122358830894
1	17991	1	1.6725340635392887
1	17993	0	0.2645785301580798
0	17994	0	1.593974001820915
0	17996	0	0.2993466519498786
1	17998	1	2.104366867841434
1	18000	1	1.4749153734541538
0	18001	1	0.27815170697044084
0	18002	1	2.986004766995711
1	18004	0	0.4874159799484654
1	18005	1	0.561199688602854
1	18006	1	2.616227499070822
1	18007	1	1.2038582592930989
0	18008	0	1.8772043544616583
0	18011	1	2.406769434684139
0	18015	0	1.7867843809482553
0	18017	1	2.0955446418088863
1	18018	1	0.5766468394148516
0	18021	1	2.301304699566973
1	18022	1	1.3131974819902217
1	18024	1	2.427001587934616
0	18026	1	0.23349664294005792
1	18028	0	2.008104924076492
1	18029	1	2.207209445166758
1	18031	0	0.5487570770070411
1	18033	1	1.6497073845452563
0	18034	1	1.7671339944749322
1	18037	1	1.6449504229962457
0	18039	1	0.42537247522042687
1	18045	1	2.547341501129833
0	18048	1	2.644890091629281
1	18053	0	1.9202035321560067
0	18054	0	2.377515245284708
1	18055	1	1.431783957040292
1	18057	1	1.245117855737687
1	18058	1	1.9690465884868122
1	18062	1	2.88309728267222
1	18065	1	0.39125668241662603
1	18066	1	2.0351900665034885
1	18068	1	0.4734933976478791
1	18069	0	1.4842271326320153
1	18070	1	0.9157526374860241
1	18074	1	0.38438598905693255
0	18076	1	2.551422227074173
1	18087	0	1.6635783500649197
1	18088	1	0.35566660191828947
1	18089	0	0.38098600167438845
0	18090	0	0.4872242929155284
0	18091	1	1.8829342825092565
1	18095	1	2.645115604916639
1	18099	1	0.36571265665207847
0	18103	1	0.33102378141644834
1	18104	1	1.4503730315271735
0	18105	0	3.637475468574277
0	18106	0	4.487185076902976
1	18107	0	2.9018498320689585
0	18108	1	1.8940540147844345
0	18112	1	0.9268495856595752
1	18113	1	1.0692245692670217
1	18114	1	2.8352581925808744
0	18116	0	1.2739493738033936
1	18119	1	0.4923535962395474
1	18121	1	1.834766061159701
1	18126	1	0.3065380901134184
