251	0	1775	1	0.68595466070502
1364	1	1776	0	1.0844850534890484
1683	1	1777	1	0.7020731419462986
1157	1	1779	0	3.6381916789710607
1120	1	1780	1	0.6900191091699542
1161	0	1782	1	3.8412529901755224
495	0	1783	0	3.8399283053166506
310	1	1785	1	1.9396864768702629
468	1	1791	1	10.483765999951274
354	1	1792	1	0.9395140712191595
1065	1	1793	1	4.528499345879178
344	0	1796	0	2.382467462018582
608	1	1798	1	7.588717741335827
88	1	1799	1	0.29925698044303034
46	1	1800	1	2.238701681838331
808	1	1803	1	0.5179066939336255
1157	1	1804	0	1.5000458263334187
1351	0	1805	1	0.4998308805997685
108	1	1806	1	1.4062832067631255
1410	1	1807	1	2.2903097855964987
1015	1	1808	1	2.6379077650628844
394	1	1812	1	3.562822995129149
1503	1	1813	1	3.5241318804170016
828	1	1814	0	3.819034901046438
885	1	1815	1	6.225572525653017
51	1	1819	0	1.1259310908212221
167	0	1824	1	1.6864373704911886
127	1	1825	0	3.275011127299016
703	1	1826	1	3.681130600700842
84	0	1827	1	1.894538507602718
1765	1	1828	1	0.3845001613520037
1664	1	1830	1	1.1758807708815173
304	0	1831	1	0.7884968612008438
1101	1	1832	1	2.1362313092839864
1000	0	1835	1	0.7419472914649048
1664	1	1838	1	0.884996156050928
1091	1	1840	0	5.4438804434789985
138	1	1841	1	3.7876357882875147
885	1	1843	0	2.404361135450679
1557	1	1844	0	0.7271476924732965
1591	0	1846	1	1.7631283207916442
311	1	1847	1	0.7203182586237217
713	1	1848	1	2.8364556037518924
1632	0	1850	1	4.880811277192896
630	1	1854	1	2.7788061793890795
1716	1	1858	1	5.479012720472888
1735	1	1863	1	2.805851378692634
641	0	1866	1	3.079961517392544
1101	1	1867	0	2.205095624591278
210	1	1868	1	0.5702690770153294
1292	1	1870	1	3.621594160545229
555	1	1876	1	3.188838206404259
8	1	1877	1	0.492254057681373
1257	1	1881	1	4.791590244173173
752	1	1883	0	3.3348349409632343
885	1	1884	0	2.628779820635304
371	1	1885	0	3.5715727926418683
518	0	1886	1	2.204915252439122
1662	1	1888	1	2.3765315191951686
1298	0	1889	1	7.508624276995631
578	0	1890	0	4.3709294302942165
1464	1	1891	1	0.46408093499657516
494	0	1892	1	0.7847123598707164
35	1	1894	0	2.568075416815586
1174	1	1895	1	2.0040356866940923
8	1	1897	1	2.6237781093221213
1727	0	1898	1	1.0222663129532397
1056	1	1899	1	1.0605447124372034
130	0	1901	1	3.5793891553200075
1774	1	1903	1	1.0042749451683302
1664	1	1905	1	4.17124162700625
1410	1	1908	1	0.9549130477504302
1172	1	1910	1	2.807225603247943
301	1	1912	1	2.147903127327968
1596	0	1914	0	1.4060416769102357
691	1	1916	1	1.0630264330172172
292	1	1920	1	0.9124987894842406
1205	1	1924	1	0.6280533647121995
1328	1	1925	1	2.4016506678791023
1604	1	1930	1	6.305391556104868
916	1	1933	1	1.9951881062205548
1243	1	1934	1	2.2322577516132087
81	1	1935	1	2.9115167761136704
695	1	1936	1	1.7989558065131142
36	1	1937	1	3.8943252815610108
1235	1	1939	1	3.7970723012420127
1444	1	1943	1	1.5654781021987685
1503	1	1945	1	2.923562305167934
1380	1	1946	1	1.8631194844768613
261	1	1947	1	2.95718010540776
1260	0	1950	1	2.735290260618768
1333	1	1952	0	4.931322755637626
1625	1	1960	0	1.2702383207904102
766	1	1963	1	5.407607110258212
973	0	1964	0	1.7677672827363156
1352	1	1966	1	1.989733064938761
1352	1	1967	1	1.854037987228649
1484	1	1968	1	5.9049835085563736
1756	1	1970	1	4.40858158111146
84	0	1972	1	2.7411925322272923
1123	1	1973	1	2.9853652351611712
