ID	TARGET_ID	ID_REF	TARGET_REF	MENOR
23332	0	15873	1	6.937060000001827E-4
23333	1	17877	0	1.921980000005874E-4
23334	1	6629	1	9.42396000000123E-4
23335	1	12004	1	8.372630000028636E-4
23336	0	12240	1	0.0016050409999994741
23338	1	22111	1	2.69760999997537E-4
23342	0	17795	1	5.819210000002073E-4
23343	0	3085	1	6.213199999978158E-4
23344	1	20967	1	5.835830000009423E-4
23345	0	5864	1	7.94868999998144E-4
23347	0	15866	1	4.8766200000116555E-4
23349	1	10286	1	5.552940000024265E-4
23350	0	16922	1	2.130649999996237E-4
23356	1	11412	1	0.007535351000000912
23362	1	1397	1	7.006389999963947E-4
23366	1	16322	0	2.7335000004846677E-5
23367	0	822	1	2.4254599999773419E-4
23369	1	7936	1	4.2898199999941156E-4
23370	0	8197	1	4.2040300000056874E-4
23372	1	9558	1	0.004869567999996605
23373	1	19153	1	0.0027944880000014827
23377	1	10819	0	0.0020195000000018393
23381	1	8683	1	0.001282212000001337
23382	1	5315	1	7.305599999936074E-4
23383	1	2314	0	0.008940046999998508
23386	1	18644	1	0.003301763000001401
23388	1	10118	1	8.039719999995976E-4
23392	0	4525	1	0.003169230999996442
23393	1	14978	1	9.105329999963274E-4
23395	1	1383	1	6.95560999999234E-4
23396	1	14778	0	4.91625000002549E-4
23397	1	17915	0	0.004060600000000747
23399	1	17651	0	0.003528172000000218
23400	1	19172	1	0.002629465000000497
23407	0	12322	1	0.0010789990000024119
23408	1	16319	1	1.7908300000080146E-4
23409	1	17108	1	2.1140999998392473E-5
23412	0	16211	1	9.954689999993604E-4
23414	0	13038	0	6.634009999992863E-4
23416	1	6900	1	1.1378200000156102E-4
23417	0	6190	1	0.0014215070000029861
23418	1	12667	1	5.503519999996431E-4
23419	1	21782	0	8.074459999996009E-4
23420	0	4918	1	8.790409999974713E-4
23422	1	13252	0	0.0012771619999996098
23423	1	14650	0	0.0065208789999955385
23424	0	16587	1	6.075729999981405E-4
23428	1	9651	0	3.617000000222248E-5
23430	0	2145	1	2.2755599999868537E-4
23431	1	252	1	0.0018430619999996178
23433	1	9055	1	6.013440000012249E-4
23434	1	6215	0	8.761719999994533E-4
23435	1	5519	1	5.261409999981481E-4
23437	0	16772	0	3.2156699999985605E-4
23441	1	22588	1	0.0011837950000010977
23442	1	17838	0	0.006148905999998178
23449	0	5484	1	2.9619700000260707E-4
23450	0	796	1	3.4988400000379727E-4
23451	1	22419	1	7.16928999998645E-4
23453	0	20752	1	3.480049999995405E-4
23455	1	20946	1	9.618850000010504E-4
23456	1	10918	1	0.0031078200000003164
23460	1	5195	1	9.111279999993727E-4
23464	1	19919	1	1.94248000000119E-4
23466	1	22534	1	4.451639999999424E-4
23467	0	19362	0	2.212900000004847E-4
23468	0	12992	1	0.001030369999999614
23471	0	16041	0	2.495209999979764E-4
23472	1	19096	1	4.0537899999915084E-4
23475	1	2287	1	0.0012732269999995438
23478	1	15904	1	0.0016693600000010633
23479	1	17745	1	0.0029469059999991387
23480	1	11481	1	0.012440506999997325
23487	0	16708	0	5.817999999981893E-4
23488	1	20019	0	0.008055576999998593
23491	1	9796	1	1.8993599999994615E-4
23492	0	21113	1	6.359900000092455E-4
23493	1	11506	1	0.004861171999998692
23494	1	6388	0	1.2998900000393832E-4
23495	1	1575	1	0.0010780070000264708
23497	1	9849	1	4.908950000004353E-4
23498	0	10446	1	1.96261000000586E-4
23500	1	7982	0	4.860409999997706E-4
23502	1	8171	1	0.001884001999998386
23503	1	5254	1	0.001099479000000514
23504	1	18505	1	5.970950000167008E-4
23507	1	6763	1	0.002381100000000025
23508	1	17194	1	6.270549999989328E-4
23512	1	14789	1	0.005080070000008097
23513	0	22185	0	2.0906400000253456E-4
23519	1	7018	1	7.496270000031391E-4
23523	1	4272	1	0.0029783239999998656
23524	1	18247	1	0.002511750999998341
23532	1	390	1	0.015532480000002291
23538	0	3628	0	0.0015756809999984966
23539	1	3648	0	0.001328624000003109
23541	1	1916	1	0.0023627310000007284
23542	0	14710	1	7.175639999981165E-4
23543	1	13850	1	0.018270781000000902
23545	0	20481	0	7.921150000020916E-4
23546	1	5806	1	0.0026606259999990556
23547	1	13044	1	4.2904499999885104E-4
23548	1	10331	1	0.0034525160000034028
23549	0	2374	1	2.0833600000935704E-4
23556	1	11948	0	0.0022191789999999045
23557	1	13642	1	5.434450000008084E-4
23561	1	7708	1	6.057300000028576E-5
23566	1	1391	1	0.0016703779999973634
23569	1	5031	1	2.2468000000053223E-5
23574	1	14864	1	0.0012446570000017587
23575	1	4233	1	5.623489999985187E-4
23576	0	6551	1	5.799319999986174E-4
23579	0	3600	1	5.5055000002468546E-5
23580	0	10294	0	4.355519999998947E-4
23581	1	19160	0	0.0037394130000036885
23584	1	14864	1	1.2024300000046395E-4
23587	1	2512	1	6.643979999996219E-4
23590	1	2251	1	1.4646999999845534E-4
23592	1	2858	0	1.1478600000014438E-4
23593	1	19633	0	4.496500000028547E-5
23595	1	8733	1	0.0013571859999963465
23596	1	7600	0	2.834070000021782E-4
23599	0	21173	1	3.484989999935628E-4
23602	1	4529	1	1.047019999982357E-4
23605	1	1469	0	0.004098984999998834
23608	1	3871	0	0.002704558999997886
23610	1	17173	0	5.136689999996058E-4
23613	0	16987	1	6.075830000000781E-4
23616	0	20631	0	4.384240000003814E-4
23617	1	16641	1	0.0015835570000000132
23621	1	22832	1	7.864799999701688E-5
23622	1	16830	1	0.002494028999999287
23624	0	14435	0	8.893750000000811E-4
23627	0	2416	1	0.0010327219999963777
23628	1	306	1	2.326229999995988E-4
23630	1	10154	1	2.1688700000055405E-4
23631	1	12823	1	0.0031811880000007786
23632	1	21666	1	0.001215792999999854
23633	1	21538	1	6.909259999985373E-4
23634	1	5243	1	6.16199999603495E-6
23636	1	18330	1	1.212319999992495E-4
23637	0	7802	1	0.006881825999997204
23639	1	17313	1	6.446789999987601E-4
23644	1	6553	1	3.6935599999798896E-4
23645	1	8944	1	0.012956513000000669
23646	1	6735	1	2.7045199999964353E-4
23648	1	21535	1	0.006018367999998553
23649	0	1464	1	3.3769399999883376E-4
23651	0	18988	1	0.005625936000000387
23652	1	11520	0	0.0020991249999957606
23654	1	17122	0	3.1494200000103945E-4
23655	1	8464	1	4.425800000129598E-5
23657	1	19346	1	2.1209400000365974E-4
23659	1	22323	0	0.0016450370000007375
23660	1	15494	1	3.014519999997578E-4
23663	1	15466	1	0.003608992999998506
23664	1	19783	1	0.0026375750000031672
23665	0	17580	1	0.0010443949999900948
23666	1	6484	1	1.7337800000261083E-4
23667	1	2381	1	0.002332802999999606
23669	1	15095	1	0.0013228159999991718
23672	0	22367	1	5.48135999998145E-4
23674	1	459	0	4.6340400000222104E-4
23675	0	1903	1	4.3590699999995763E-4
23678	1	21244	1	0.0020884149999960133
23679	1	5424	0	0.008250323000003057
23680	1	8296	1	0.001736323999999012
23681	0	11696	1	1.386840000048295E-4
23682	1	16627	1	0.0016400830000016242
23683	1	15655	1	4.8513399999627893E-4
23685	1	2473	1	0.008989331000000655
23687	1	16159	1	1.3990199999902586E-4
23688	1	8656	1	9.447570000018501E-4
23689	1	14366	1	6.675420000004095E-4
23695	1	18065	1	1.3610699999722087E-4
23703	1	3381	0	8.112830000005511E-4
23704	1	12645	1	0.002880381999999848
23707	1	11848	1	0.0028366170000024837
23709	0	19663	1	1.1870000020675064E-6
23710	1	3245	1	0.0034879870000015245
23711	0	21117	0	4.009240000000247E-4
23712	1	9143	1	0.00801738300000121
23715	0	11341	1	9.277530000018075E-4
23717	1	11224	1	0.004430909000001204
23721	1	15596	0	0.0034375119999976445
23722	1	8003	1	0.0029646530000011495
23723	1	22066	1	1.3585000000060354E-4
23726	1	22663	1	0.0024905729999988857
23728	1	448	1	6.144890000023828E-4
23730	0	7435	0	0.026898580999997534
23731	0	10584	0	1.962199999985259E-4
23732	0	14138	1	2.6074400000197784E-4
23735	0	5584	1	2.989819999971721E-4
23736	1	7952	1	6.021739999990672E-4
23739	1	479	0	0.0012147939999973545
23741	1	16299	0	7.477939999995797E-4
