0	900	1	0.4397701228808884
1	901	0	0.6988607474327603
1	902	1	0.3939342612403598
0	903	0	1.8751913599899697
1	904	1	0.8375252698294103
0	905	1	2.4694205328733254
0	906	0	2.558023031639545
1	907	1	2.434455659006699
1	908	1	8.822796208419566
1	909	1	0.5776427488596818
1	910	1	2.9922529927709234
1	911	0	1.539512280041726
0	912	1	3.342145502972105
1	913	1	0.19573711806444502
1	914	1	2.1285839288192316
1	915	1	0.6761834886294609
1	916	0	0.9197258879398517
0	917	1	0.29826820833422635
1	918	1	1.4683276256041349
1	919	1	1.5151201208793725
1	920	1	2.12700594899951
1	921	1	2.362988155811262
0	922	1	1.8661817582629623
1	923	0	2.5440835495347405
0	924	1	3.1605964642149402
1	925	0	0.7502485285069523
0	926	1	1.1071040341783285
1	927	0	2.178635706187105
1	928	1	3.2617532431946743
0	929	1	1.2379666189706227
1	930	1	0.25541277368799126
0	931	1	0.6426827444326481
0	932	1	0.43524764925240117
1	933	1	1.424148978331967
0	934	1	0.44036064552868415
1	935	1	0.5894433212095509
1	936	0	3.6053304782596673
1	937	1	2.5242256694527523
1	938	0	1.599854464532539
1	939	0	0.46001786270157424
0	940	1	1.1674653621696878
1	941	1	0.4086400239090277
1	942	1	1.8875778042255478
1	943	1	3.2491110191877213
1	944	1	1.7417889995596842
1	945	1	4.607131983985764
0	946	1	1.6487366855794023
0	947	1	2.051471179764409
1	948	0	1.4681118176717118
1	949	1	0.293489479615108
1	950	1	2.372901287903446
1	951	1	2.069883032450462
1	952	1	0.5592272257028928
0	953	1	2.146226181873955
0	954	0	2.216788620505882
1	955	0	1.7475655417760496
1	956	0	3.114631779365249
0	957	1	1.2625343355224106
1	958	1	2.025473203188014
0	959	1	5.003442963098259
1	960	0	2.9018209268189765
1	961	1	0.27497207736776813
0	962	1	0.4335846299724187
1	963	0	2.249070572093356
1	964	1	2.4716099485000167
1	965	1	1.7416606972811775
0	966	1	0.6676997283063182
1	967	1	1.0657805788129293
0	968	1	3.0463041068834253
1	969	1	0.6612837990403942
1	970	1	3.4758134927812616
1	971	1	0.5963296860658049
1	972	1	1.859520212743013
1	973	1	1.8067653286858334
1	974	0	0.7690001477653325
0	975	1	0.4858062269785108
1	976	1	1.1969846655639271
1	977	1	0.4041316342425178
1	978	1	1.90865780971054
1	979	1	5.861693756925856
1	980	1	1.6473898389200476
1	981	1	1.8758651999938565
1	982	1	1.9107317985228158
1	983	1	1.1865243462220973
1	984	1	3.464016551156481
1	985	1	2.443993779490634
1	986	1	0.8435460964088893
1	987	1	2.547182900073409
1	988	1	1.6719081245924619
1	989	1	2.8422578100996065
1	990	1	1.7825196577250315
1	991	0	3.2784398367253473
1	992	0	1.1521125979895617
1	993	1	4.603036944104009
0	994	0	1.1496935622544406
1	995	1	1.2800864372455172
1	996	1	1.7752230511717346
1	997	1	4.9444243194948205
1	998	1	2.8740915123077664
0	999	1	1.759714745530083
